MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
3.67E+08,2022-12-07T02:44:17,39.84688,-75.2613,0,273.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.38E+08,2022-12-07T02:46:27,39.84214,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T02:45:03,39.84845,-75.3007,7.6,92.5,91,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:45:32,39.84791,-75.2994,6.5,82.5,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
6.36E+08,2022-12-07T02:02:04,39.83592,-73.5952,0.1,321,140,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:49:00,39.84774,-75.29,7.5,88.9,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.38E+08,2022-12-07T02:01:25,39.84211,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T02:49:29,39.84769,-75.3358,5,245.6,245,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:46:42,39.84791,-75.2963,7.5,93.9,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.68E+08,2022-12-07T02:49:43,39.83617,-90.5687,0,221.7,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
6.36E+08,2022-12-07T02:50:02,39.83558,-73.5954,0.5,81,121,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.39E+08,2022-12-07T02:50:39,39.84704,-75.3377,4.9,247.3,246,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:50:06,39.84687,-75.2613,0,226.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:48:32,39.83616,-90.5687,0,159.8,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:51:13,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:50:23,39.8483,-75.2823,7.5,89.8,91,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:51:34,39.84853,-75.2832,7.3,89.2,87,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:12:46,39.84687,-75.2613,0,218.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:12:32,39.83612,-90.5688,0.1,245.8,338,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.39E+08,2022-12-07T02:51:50,39.84643,-75.3396,4.8,247.6,244,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:50:24,39.84674,-75.2619,0,302.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:51:33,39.84832,-75.2793,7.4,91.1,92,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:51:21,39.84774,-75.2838,7.2,89.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:51:17,39.84687,-75.2613,0,291.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:52:32,39.8478,-75.2807,7.3,88.5,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.38E+08,2022-12-07T02:52:25,39.84214,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T02:52:59,39.84582,-75.3415,4.8,246.3,244,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:52:27,39.84688,-75.2613,0,266.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:52:03,39.83615,-90.5687,0,250.2,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:52:23,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
6.36E+08,2022-12-07T02:05:04,39.83597,-73.5953,0.2,175,147,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:49:12,39.84832,-75.2856,7.5,90,91,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:53:36,39.84687,-75.2613,0,254.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:53:41,39.84782,-75.2776,7.3,90.1,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
6.36E+08,2022-12-07T02:53:03,39.83572,-73.595,0.5,61,127,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:53:54,39.84674,-75.262,0,280.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:54:51,39.8464,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T02:06:53,39.84638,-75.2657,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T02:55:53,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:55:23,39.84844,-75.269,7.4,86.2,89,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:54:46,39.84854,-75.2746,7.4,87.9,89,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:54:52,39.84783,-75.2745,7.4,90.2,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:51:58,39.84637,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T02:16:03,39.84068,-73.9653,11.1,5.1,4,NICOLE LEIGH REINAUE,IMO9207625,WCZ5696,31,0,37,12,5.8,57,A,1
3.38E+08,2022-12-07T02:07:25,39.84212,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.38E+08,2022-12-07T02:55:28,39.84215,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T02:56:29,39.84382,-75.3471,4.8,241,239,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.39E+08,2022-12-07T02:55:18,39.8446,-75.3453,4.8,244.8,238,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T02:55:32,39.83615,-90.5687,0,240.2,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:56:33,39.84866,-75.2659,7.5,84.3,86,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:54:57,39.84688,-75.2613,0,311.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:56:06,39.84688,-75.2613,0,285.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:55:05,39.84673,-75.262,0,281.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:52:44,39.84674,-75.262,0,287,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:53:32,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:53:12,39.83614,-90.5687,0,179.8,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:53:44,39.84848,-75.2774,7.4,89.9,89,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:56:15,39.84674,-75.262,0,278.2,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:57:10,39.84805,-75.2681,7.8,86.5,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:57:16,39.84687,-75.2613,0,254.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:58:12,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:54:42,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:57:25,39.84674,-75.262,0,262.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
6.36E+08,2022-12-07T02:59:04,39.83608,-73.5946,0.2,359,145,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:58:52,39.84963,-75.2596,7.7,74.6,76,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:59:54,39.84675,-75.2619,0,290.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T02:58:25,39.84214,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T02:58:01,39.84932,-75.2659,7.8,82.1,80,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T03:00:02,39.84904,-75.26,8.1,76.1,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:12:24,39.84673,-75.262,0,253.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.39E+08,2022-12-07T02:58:39,39.84234,-75.3504,4.8,236.1,234,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T03:00:06,39.84688,-75.2613,0,248,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T03:01:12,39.84967,-75.2566,8.4,75.5,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T03:00:05,39.84676,-75.2619,0,288.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:59:31,39.84876,-75.2615,8,76.3,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.68E+08,2022-12-07T02:59:23,39.8363,-79.924,0,360,168,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:56:43,39.83615,-90.5687,0,161.4,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:20:48,39.84685,-75.2613,0,216.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:20:44,39.84677,-75.262,0,248.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.39E+08,2022-12-07T02:57:38,39.84309,-75.3489,4.9,241.7,235,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.39E+08,2022-12-07T03:00:00,39.84126,-75.3523,4.9,234.2,234,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:56:57,39.84903,-75.2688,7.6,82,83,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T03:00:03,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T03:00:52,39.8464,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T03:00:11,39.84566,-72.6779,1.7,268.5,511,MAIZEY JAMES,IMO8305688,WDH5170,30,,25,7,,,B,1
6.36E+08,2022-12-07T03:02:04,39.83625,-73.5947,0.1,289,154,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:14:53,39.83714,-73.9658,10.9,4.4,5,NICOLE LEIGH REINAUE,IMO9207625,WCZ5696,31,0,37,12,5.8,57,A,1
3.67E+08,2022-12-07T02:15:06,39.84687,-75.2613,0,226.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:58:28,39.84687,-75.2613,0,278.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:21:51,39.84639,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T03:01:15,39.84675,-75.2619,0,284.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T03:01:24,39.84214,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T03:01:39,39.84005,-75.3548,5,236.5,229,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T03:02:28,39.84688,-75.2613,0,295.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:59:36,39.84687,-75.2613,0,259.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.39E+08,2022-12-07T03:02:49,39.83897,-75.3563,5,228.8,231,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T02:59:02,39.83616,-90.5687,0,292.6,337,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T03:02:22,39.83616,-90.5687,0,337.3,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T03:03:26,39.84674,-75.2619,0,278.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:16:18,39.84687,-75.2613,0,208,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T03:04:42,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T03:03:52,39.84638,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-06T00:00:05,39.84589,-75.2683,0.1,242.9,183,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:00:02,39.83755,-90.5716,0,240.2,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:00:06,39.84755,-75.2674,8.9,229.3,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:01:15,39.84593,-75.2683,0,339.9,178,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:00:08,39.83832,-124.023,8.4,334.4,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A,0
6.36E+08,2022-12-06T00:01:06,39.84528,-75.2705,0,154,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:01:12,39.83755,-90.5716,0,236.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:02:19,39.83717,-75.358,11.7,53,53,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.38E+08,2022-12-06T00:01:26,39.84215,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:01:19,39.84091,-124.024,8.7,333.6,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A,0
3.67E+08,2022-12-06T00:02:26,39.84595,-75.2683,0.2,271.7,189,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:01:15,39.84611,-75.2694,5.1,226.2,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:02:28,39.84341,-124.026,8.7,334.2,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A,0
3.67E+08,2022-12-06T00:02:20,39.83756,-90.5716,0,241.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:03:37,39.84597,-75.2683,0.1,254.3,188,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:02:25,39.84569,-75.2701,1.4,257.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:03:34,39.84949,-75.259,5.7,232.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
6.36E+08,2022-12-06T00:03:29,39.8395,-75.354,11.8,52,55,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:03:31,39.83756,-90.5716,0,241,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:04:07,39.84528,-75.2705,0,154,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:03:37,39.84584,-124.028,8.5,325.9,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A,0
3.67E+08,2022-12-06T00:03:35,39.8457,-75.2703,0.2,278.4,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:04:40,39.84167,-75.35,11.8,57,60,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.38E+08,2022-12-06T00:04:25,39.84215,-74.1495,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:04:45,39.84596,-75.2684,0,289,183,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:04:49,39.84831,-124.03,8.8,335.4,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A,0
3.67E+08,2022-12-06T00:04:41,39.83756,-90.5716,0,243.8,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:05:55,39.84596,-75.2683,0.1,269.6,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:05:45,39.8471,-75.2613,2.3,188.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:05:54,39.84565,-75.2703,0,271.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:05:50,39.83755,-90.5716,0,247.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:06:59,39.84517,-75.3413,11.5,62,65,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:06:55,39.84686,-75.2614,0.2,211.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:06:55,39.84567,-75.2703,0,298.2,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:08:04,39.84687,-75.2614,0.2,266,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:06:51,39.83754,-90.5716,0,246.8,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:08:16,39.84596,-75.2683,0,198.6,190,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T00:07:07,39.84532,-75.2705,0,332,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.38E+08,2022-12-06T00:07:24,39.84215,-74.1495,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T00:08:09,39.84681,-75.3371,11.3,64,66,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:08:07,39.84932,-75.2714,5.2,267.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:04:46,39.84565,-75.2704,0,268.3,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:09:14,39.84684,-75.2614,0.1,230.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
6.36E+08,2022-12-06T00:05:50,39.8435,-75.3457,11.6,61,63,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
6.36E+08,2022-12-06T00:09:13,39.848,-75.3332,11.2,71,80,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:08:00,39.83755,-90.5716,0,246.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:05:47,39.84985,-75.2671,4.8,253.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:04:44,39.84833,-75.2609,5.5,222.2,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:09:12,39.83755,-90.5717,0,246.3,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:10:37,39.84597,-75.2683,0,218.8,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:07:05,39.84597,-75.2683,0,158.2,186,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:10:21,39.83754,-90.5717,0,247.6,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:10:20,39.8485,-75.3288,10.9,85,89,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:06:56,39.84952,-75.2691,5.4,262.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.38E+08,2022-12-06T00:10:28,39.84215,-74.1495,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:10:28,39.84938,-75.2749,3.4,271.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:10:25,39.84687,-75.2614,0.1,248.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:11:45,39.84596,-75.2683,0,115.2,185,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:11:35,39.84687,-75.2615,0.1,250.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:12:45,39.84685,-75.2615,0,276.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
3.67E+08,2022-12-06T00:12:31,39.83754,-90.5716,0,248.3,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T00:11:29,39.8485,-75.3243,10.8,90,89,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:10:24,39.84565,-75.2703,0.1,268.2,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:08:04,39.84567,-75.2703,0.1,267.5,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:11:36,39.8494,-75.2761,2.4,271.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:13:40,39.83756,-90.5716,0,247,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T00:09:15,39.84567,-75.2703,0.1,281.7,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:09:26,39.84597,-75.2683,0.1,239.2,186,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:09:16,39.84933,-75.2733,4.3,272.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
6.36E+08,2022-12-06T00:12:39,39.84867,-75.3197,10.9,89,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:12:46,39.84597,-75.2683,0,166.7,186,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:12:46,39.84565,-75.2703,0,249.7,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.67E+08,2022-12-06T00:11:34,39.84566,-75.2703,0,255.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:13:05,39.84527,-75.2705,0,331,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:13:58,39.8495,-75.2768,0.9,70.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:11:22,39.83754,-90.5716,0,247.6,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.38E+08,2022-12-06T00:13:27,39.84215,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T00:10:04,39.84527,-75.2705,0,331,77,MARS SUN,IMO9332781,D5GM8,80,5,243,42,15.6,80,A,0
3.67E+08,2022-12-06T00:12:47,39.84943,-75.2768,1.5,274.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,0
3.67E+08,2022-12-06T00:15:06,39.84597,-75.2684,0,202.6,172,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:16:15,39.84564,-75.2703,0.1,208.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T00:13:50,39.8485,-75.315,10.9,91,91,CHEMTRANS SATURN,IMO9309007,5LBM4,89,0,228,32,11.3,89,A,0
3.67E+08,2022-12-06T00:13:55,39.84685,-75.2615,0,263.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,0
